id,data,mes,hora,tipo_ocorrencia,regiao,prioridade,tempo_resposta_min,idade_vitima,status
811,2024-12-15 11:32:05,Dec,11,Incêndio em Edifício,Zona Norte,Média,27,33,Concluído
812,2025-11-13 11:32:05,Nov,11,Acidente Veicular,Zona Oeste,Média,33,14,Concluído
813,2025-02-09 11:32:05,Feb,11,Vazamento de Gás,Zona Sul,Média,11,32,Concluído
814,2025-08-01 11:32:05,Aug,11,Salvamento Aquático,Região Metropolitana,Baixa,21,27,Concluído
815,2025-08-19 11:32:05,Aug,11,Resgate em Altura,Zona Oeste,Baixa,26,32,Concluído
816,2025-02-02 11:32:05,Feb,11,Acidente Veicular,Zona Sul,Alta,9,24,Concluído
817,2025-11-13 11:32:05,Nov,11,Incêndio em Edifício,Zona Norte,Média,15,61,Concluído
818,2025-09-16 11:32:05,Sep,11,Resgate em Altura,Zona Norte,Baixa,28,23,Em Andamento
819,2024-12-19 11:32:05,Dec,11,Incêndio Florestal,Zona Norte,Baixa,12,40,Concluído
820,2025-01-22 11:32:05,Jan,11,Vazamento de Gás,Região Metropolitana,Média,9,12,Concluído
821,2025-07-28 11:32:05,Jul,11,Acidente Veicular,Centro,Alta,8,36,Concluído
822,2025-02-07 11:32:05,Feb,11,Incêndio em Edifício,Zona Oeste,Alta,11,28,Cancelado
823,2025-04-03 11:32:05,Apr,11,Incêndio em Edifício,Região Metropolitana,Alta,9,63,Concluído
824,2025-09-27 11:32:05,Sep,11,Acidente Veicular,Zona Norte,Média,48,30,Concluído
825,2025-02-18 11:32:05,Feb,11,Resgate em Altura,Zona Sul,Baixa,40,35,Em Andamento
826,2025-07-31 11:32:05,Jul,11,Resgate em Altura,Zona Oeste,Média,24,45,Em Andamento
827,2025-08-27 11:32:05,Aug,11,Incêndio em Edifício,Região Metropolitana,Média,23,40,Concluído
828,2025-10-24 11:32:05,Oct,11,Incêndio Florestal,Região Metropolitana,Média,21,30,Concluído
829,2025-03-05 11:32:05,Mar,11,APH - Mal Súbito,Centro,Baixa,30,67,Concluído
830,2025-05-17 11:32:05,May,11,Salvamento Aquático,Zona Oeste,Média,12,7,Concluído
831,2025-07-19 11:32:05,Jul,11,Salvamento Aquático,Centro,Média,29,32,Em Andamento
832,2025-01-24 11:32:05,Jan,11,Resgate em Altura,Zona Oeste,Alta,14,22,Concluído
833,2025-04-21 11:32:05,Apr,11,Salvamento Aquático,Zona Oeste,Média,18,38,Concluído
834,2025-12-05 11:32:05,Dec,11,Incêndio em Edifício,Zona Sul,Baixa,19,17,Em Andamento
835,2025-01-25 11:32:05,Jan,11,Incêndio Florestal,Zona Norte,Baixa,8,42,Concluído
836,2025-08-03 11:32:05,Aug,11,APH - Mal Súbito,Zona Oeste,Baixa,24,59,Cancelado
837,2025-07-24 11:32:05,Jul,11,Acidente Veicular,Zona Sul,Média,5,54,Concluído
838,2025-10-14 11:32:05,Oct,11,Resgate em Altura,Zona Oeste,Baixa,18,44,Concluído
839,2025-02-23 11:32:05,Feb,11,Resgate em Altura,Zona Norte,Baixa,34,9,Concluído
840,2025-01-28 11:32:05,Jan,11,Resgate em Altura,Centro,Baixa,4,44,Concluído
841,2025-03-17 11:32:05,Mar,11,Vazamento de Gás,Zona Sul,Baixa,15,48,Concluído
842,2025-02-14 11:32:05,Feb,11,Acidente Veicular,Zona Sul,Média,30,1,Concluído
843,2025-11-22 11:32:05,Nov,11,Acidente Veicular,Região Metropolitana,Alta,9,81,Concluído
844,2025-02-05 11:32:05,Feb,11,Incêndio Florestal,Zona Norte,Média,23,1,Concluído
845,2025-01-30 11:32:05,Jan,11,Incêndio Florestal,Zona Norte,Baixa,27,36,Em Andamento
846,2025-02-14 11:32:05,Feb,11,Acidente Veicular,Zona Norte,Média,35,28,Em Andamento
847,2025-09-18 11:32:05,Sep,11,Salvamento Aquático,Região Metropolitana,Alta,9,37,Concluído
848,2025-10-15 11:32:05,Oct,11,Salvamento Aquático,Centro,Baixa,34,45,Concluído
849,2025-06-29 11:32:05,Jun,11,Resgate em Altura,Zona Sul,Média,31,43,Em Andamento
850,2025-10-07 11:32:05,Oct,11,Incêndio em Edifício,Centro,Média,13,13,Concluído
851,2025-05-13 11:32:05,May,11,Salvamento Aquático,Centro,Baixa,25,56,Concluído
852,2025-04-15 11:32:05,Apr,11,Vazamento de Gás,Região Metropolitana,Baixa,27,32,Concluído
853,2025-01-11 11:32:05,Jan,11,Incêndio Florestal,Zona Norte,Média,13,54,Concluído
854,2025-10-01 11:32:05,Oct,11,Incêndio Florestal,Região Metropolitana,Baixa,30,57,Concluído
855,2025-06-08 11:32:05,Jun,11,APH - Mal Súbito,Zona Norte,Média,11,27,Concluído
856,2025-07-08 11:32:05,Jul,11,Salvamento Aquático,Zona Oeste,Baixa,19,44,Concluído
857,2025-04-05 11:32:05,Apr,11,Incêndio Florestal,Região Metropolitana,Média,27,29,Concluído
858,2025-07-08 11:32:05,Jul,11,Incêndio Florestal,Zona Oeste,Alta,14,36,Concluído
859,2025-09-14 11:32:05,Sep,11,Incêndio Florestal,Região Metropolitana,Média,25,26,Concluído
860,2025-05-11 11:32:05,May,11,Incêndio em Edifício,Zona Oeste,Média,10,68,Concluído
861,2025-09-17 11:32:05,Sep,11,Vazamento de Gás,Região Metropolitana,Média,29,31,Concluído
862,2025-12-05 11:32:05,Dec,11,Resgate em Altura,Centro,Média,27,2,Concluído
863,2025-06-18 11:32:05,Jun,11,APH - Mal Súbito,Centro,Baixa,17,40,Concluído
864,2025-12-12 11:32:05,Dec,11,APH - Mal Súbito,Zona Sul,Baixa,35,52,Concluído
865,2025-01-27 11:32:05,Jan,11,Acidente Veicular,Zona Norte,Média,22,37,Em Andamento
866,2025-06-07 11:32:05,Jun,11,Incêndio Florestal,Zona Sul,Baixa,19,32,Concluído
867,2025-02-09 11:32:05,Feb,11,Vazamento de Gás,Zona Oeste,Baixa,33,32,Concluído
868,2025-04-17 11:32:05,Apr,11,APH - Mal Súbito,Zona Norte,Baixa,37,81,Concluído
869,2025-10-08 11:32:05,Oct,11,Acidente Veicular,Centro,Baixa,44,27,Concluído
870,2025-09-07 11:32:05,Sep,11,APH - Mal Súbito,Zona Oeste,Alta,9,52,Concluído
871,2025-06-24 11:32:05,Jun,11,Vazamento de Gás,Centro,Baixa,37,38,Concluído
872,2025-04-10 11:32:05,Apr,11,Incêndio em Edifício,Centro,Baixa,46,49,Concluído
873,2025-11-17 11:32:05,Nov,11,APH - Mal Súbito,Zona Sul,Baixa,28,74,Concluído
874,2025-08-03 11:32:05,Aug,11,Resgate em Altura,Centro,Baixa,30,35,Concluído
875,2025-11-19 11:32:05,Nov,11,Incêndio em Edifício,Zona Sul,Média,13,34,Concluído
876,2025-05-23 11:32:05,May,11,Incêndio Florestal,Zona Sul,Média,31,10,Concluído
877,2025-06-12 11:32:05,Jun,11,Vazamento de Gás,Zona Norte,Alta,8,1,Concluído
878,2025-01-09 11:32:05,Jan,11,Vazamento de Gás,Zona Norte,Baixa,34,25,Concluído
879,2025-04-10 11:32:05,Apr,11,Vazamento de Gás,Zona Norte,Média,14,10,Concluído
880,2025-07-22 11:32:05,Jul,11,Resgate em Altura,Zona Sul,Média,28,53,Concluído
881,2025-11-13 11:32:05,Nov,11,Incêndio em Edifício,Região Metropolitana,Alta,7,30,Concluído
882,2024-12-20 11:32:05,Dec,11,Incêndio Florestal,Centro,Média,33,32,Concluído
883,2025-01-24 11:32:05,Jan,11,Incêndio Florestal,Centro,Média,27,8,Cancelado
884,2025-04-05 11:32:05,Apr,11,Resgate em Altura,Região Metropolitana,Baixa,26,17,Em Andamento
885,2025-06-04 11:32:05,Jun,11,Resgate em Altura,Zona Sul,Baixa,15,7,Concluído
886,2025-08-20 11:32:05,Aug,11,Vazamento de Gás,Zona Oeste,Baixa,27,35,Concluído
887,2025-02-02 11:32:05,Feb,11,Salvamento Aquático,Região Metropolitana,Média,20,33,Concluído
888,2025-07-15 11:32:05,Jul,11,APH - Mal Súbito,Zona Sul,Alta,9,83,Concluído
889,2025-08-06 11:32:05,Aug,11,Vazamento de Gás,Zona Norte,Baixa,21,11,Concluído
890,2025-06-05 11:32:05,Jun,11,Incêndio em Edifício,Zona Norte,Alta,9,38,Concluído
891,2025-11-20 11:32:05,Nov,11,Acidente Veicular,Região Metropolitana,Baixa,22,42,Concluído
892,2025-11-19 11:32:05,Nov,11,Acidente Veicular,Centro,Baixa,7,33,Concluído
893,2025-02-15 11:32:05,Feb,11,Incêndio em Edifício,Zona Norte,Média,29,41,Concluído
894,2025-07-25 11:32:05,Jul,11,APH - Mal Súbito,Região Metropolitana,Baixa,25,74,Concluído
895,2025-05-09 11:32:05,May,11,Salvamento Aquático,Região Metropolitana,Média,31,38,Concluído
896,2025-04-12 11:32:05,Apr,11,Acidente Veicular,Zona Norte,Alta,10,20,Concluído
897,2025-07-04 11:32:05,Jul,11,Acidente Veicular,Zona Sul,Alta,8,45,Concluído
898,2025-10-07 11:32:05,Oct,11,APH - Mal Súbito,Região Metropolitana,Alta,11,52,Concluído
899,2025-03-09 11:32:05,Mar,11,Salvamento Aquático,Zona Oeste,Baixa,19,19,Concluído
900,2025-01-22 11:32:05,Jan,11,Incêndio em Edifício,Zona Oeste,Média,22,27,Concluído
901,2025-01-03 11:32:05,Jan,11,APH - Mal Súbito,Zona Sul,Média,25,85,Concluído
902,2025-03-19 11:32:05,Mar,11,Vazamento de Gás,Centro,Baixa,16,54,Concluído
903,2025-02-24 11:32:05,Feb,11,Salvamento Aquático,Zona Norte,Baixa,18,34,Concluído
904,2025-02-27 11:32:05,Feb,11,APH - Mal Súbito,Zona Norte,Baixa,22,65,Em Andamento
905,2025-09-29 11:32:05,Sep,11,Incêndio em Edifício,Região Metropolitana,Alta,14,46,Concluído
906,2025-11-30 11:32:05,Nov,11,APH - Mal Súbito,Região Metropolitana,Baixa,20,63,Concluído
907,2025-07-19 11:32:05,Jul,11,Salvamento Aquático,Zona Oeste,Média,29,40,Concluído
908,2025-08-10 11:32:05,Aug,11,Vazamento de Gás,Zona Sul,Baixa,21,60,Concluído
909,2025-02-10 11:32:05,Feb,11,Incêndio em Edifício,Região Metropolitana,Média,48,28,Concluído
910,2025-09-02 11:32:05,Sep,11,Incêndio Florestal,Região Metropolitana,Baixa,27,56,Concluído
911,2025-06-18 11:32:05,Jun,11,Salvamento Aquático,Zona Sul,Média,37,35,Concluído
912,2025-10-18 11:32:05,Oct,11,Incêndio em Edifício,Zona Oeste,Média,29,31,Concluído
913,2025-08-14 11:32:05,Aug,11,Resgate em Altura,Centro,Alta,11,57,Concluído
914,2025-06-08 11:32:05,Jun,11,Acidente Veicular,Região Metropolitana,Alta,9,42,Concluído
915,2025-03-06 11:32:05,Mar,11,Incêndio Florestal,Centro,Média,15,14,Concluído
916,2025-01-13 11:32:05,Jan,11,Incêndio em Edifício,Zona Sul,Média,26,45,Concluído
917,2025-06-29 11:32:05,Jun,11,Incêndio Florestal,Zona Oeste,Média,14,54,Concluído
918,2025-10-28 11:32:05,Oct,11,Incêndio Florestal,Zona Norte,Alta,7,35,Concluído
919,2025-01-29 11:32:05,Jan,11,Acidente Veicular,Região Metropolitana,Alta,12,48,Concluído
920,2025-01-13 11:32:05,Jan,11,Resgate em Altura,Zona Norte,Média,26,32,Concluído
921,2025-04-17 11:32:05,Apr,11,Incêndio em Edifício,Zona Oeste,Alta,7,40,Concluído
922,2024-12-17 11:32:05,Dec,11,Acidente Veicular,Zona Norte,Alta,8,20,Concluído
923,2025-01-25 11:32:05,Jan,11,Incêndio em Edifício,Zona Norte,Alta,11,46,Concluído
924,2025-07-18 11:32:05,Jul,11,Acidente Veicular,Zona Oeste,Alta,9,56,Concluído
925,2025-06-18 11:32:05,Jun,11,Incêndio em Edifício,Zona Oeste,Baixa,35,1,Concluído
926,2025-11-21 11:32:05,Nov,11,APH - Mal Súbito,Zona Norte,Baixa,21,74,Em Andamento
927,2025-02-17 11:32:05,Feb,11,Salvamento Aquático,Centro,Baixa,2,29,Cancelado
928,2025-10-08 11:32:05,Oct,11,Salvamento Aquático,Zona Norte,Baixa,33,31,Concluído
929,2025-03-18 11:32:05,Mar,11,Incêndio em Edifício,Zona Norte,Média,6,53,Concluído
930,2024-12-20 11:32:05,Dec,11,Incêndio Florestal,Centro,Média,16,17,Concluído
931,2025-02-05 11:32:05,Feb,11,Resgate em Altura,Zona Norte,Média,11,10,Em Andamento
932,2025-11-01 11:32:05,Nov,11,Vazamento de Gás,Centro,Média,17,8,Concluído
933,2025-02-08 11:32:05,Feb,11,APH - Mal Súbito,Zona Norte,Alta,9,54,Concluído
934,2025-11-17 11:32:05,Nov,11,Salvamento Aquático,Zona Sul,Baixa,48,57,Concluído
935,2025-06-25 11:32:05,Jun,11,Salvamento Aquático,Zona Oeste,Alta,11,20,Concluído
936,2025-08-20 11:32:05,Aug,11,APH - Mal Súbito,Região Metropolitana,Média,23,78,Concluído
937,2025-01-06 11:32:05,Jan,11,APH - Mal Súbito,Zona Oeste,Média,1,70,Concluído
938,2025-07-17 11:32:05,Jul,11,Vazamento de Gás,Zona Oeste,Média,4,37,Concluído
939,2025-06-09 11:32:05,Jun,11,Resgate em Altura,Centro,Baixa,18,16,Concluído
940,2025-12-09 11:32:05,Dec,11,APH - Mal Súbito,Zona Norte,Baixa,36,44,Concluído
941,2024-12-27 11:32:05,Dec,11,Resgate em Altura,Centro,Média,24,59,Concluído
942,2025-05-20 11:32:05,May,11,Resgate em Altura,Centro,Baixa,38,23,Concluído
943,2025-05-08 11:32:05,May,11,Vazamento de Gás,Zona Sul,Alta,8,37,Concluído
944,2025-03-24 11:32:05,Mar,11,Vazamento de Gás,Zona Sul,Média,39,32,Concluído
945,2025-08-24 11:32:05,Aug,11,Incêndio em Edifício,Zona Oeste,Alta,9,40,Em Andamento
946,2025-12-14 11:32:05,Dec,11,Incêndio Florestal,Zona Oeste,Baixa,38,48,Concluído
947,2025-07-30 11:32:05,Jul,11,Incêndio Florestal,Centro,Baixa,39,51,Concluído
948,2025-07-20 11:32:05,Jul,11,Resgate em Altura,Zona Sul,Baixa,21,10,Concluído
949,2025-02-11 11:32:05,Feb,11,Incêndio em Edifício,Centro,Alta,8,11,Concluído
950,2025-12-07 11:32:05,Dec,11,Acidente Veicular,Zona Oeste,Baixa,31,25,Concluído
951,2025-11-14 11:32:05,Nov,11,Incêndio em Edifício,Zona Oeste,Média,23,45,Concluído
952,2025-09-20 11:32:05,Sep,11,Acidente Veicular,Zona Sul,Média,21,41,Concluído
953,2025-11-30 11:32:05,Nov,11,Acidente Veicular,Zona Sul,Alta,9,6,Concluído
954,2024-12-14 11:32:05,Dec,11,Resgate em Altura,Zona Norte,Média,29,43,Concluído
955,2025-07-02 11:32:05,Jul,11,Salvamento Aquático,Região Metropolitana,Média,42,37,Concluído
956,2025-09-24 11:32:05,Sep,11,APH - Mal Súbito,Zona Oeste,Baixa,31,67,Concluído
957,2025-11-18 11:32:05,Nov,11,APH - Mal Súbito,Zona Sul,Média,26,80,Concluído
958,2025-08-07 11:32:05,Aug,11,Resgate em Altura,Zona Norte,Média,21,46,Concluído
959,2025-01-13 11:32:05,Jan,11,Salvamento Aquático,Centro,Baixa,11,40,Concluído
960,2025-07-14 11:32:05,Jul,11,Incêndio Florestal,Zona Oeste,Baixa,28,34,Concluído
961,2025-07-26 11:32:05,Jul,11,APH - Mal Súbito,Zona Oeste,Alta,12,62,Concluído
962,2025-02-24 11:32:05,Feb,11,Incêndio em Edifício,Centro,Alta,8,1,Concluído
963,2025-12-10 11:32:05,Dec,11,Vazamento de Gás,Zona Norte,Baixa,13,15,Concluído
964,2025-11-30 11:32:05,Nov,11,Incêndio em Edifício,Zona Oeste,Alta,8,29,Concluído
965,2025-05-03 11:32:05,May,11,Vazamento de Gás,Zona Sul,Média,33,40,Concluído
966,2025-03-26 11:32:05,Mar,11,Acidente Veicular,Zona Norte,Média,27,37,Concluído
967,2025-05-04 11:32:05,May,11,Incêndio Florestal,Centro,Baixa,33,54,Concluído
968,2025-01-08 11:32:05,Jan,11,Resgate em Altura,Zona Sul,Média,21,13,Concluído
969,2025-06-06 11:32:05,Jun,11,APH - Mal Súbito,Zona Oeste,Média,33,57,Concluído
970,2025-10-23 11:32:05,Oct,11,Resgate em Altura,Centro,Baixa,19,59,Concluído
971,2025-01-29 11:32:05,Jan,11,Acidente Veicular,Zona Oeste,Baixa,16,31,Concluído
972,2025-03-11 11:32:05,Mar,11,Acidente Veicular,Região Metropolitana,Baixa,21,46,Concluído
973,2025-06-17 11:32:05,Jun,11,Incêndio em Edifício,Zona Norte,Alta,10,16,Concluído
974,2025-03-04 11:32:05,Mar,11,Incêndio Florestal,Zona Oeste,Baixa,14,25,Em Andamento
975,2025-03-03 11:32:05,Mar,11,Incêndio em Edifício,Zona Oeste,Baixa,23,28,Concluído
976,2025-02-10 11:32:05,Feb,11,Acidente Veicular,Zona Norte,Alta,7,7,Concluído
977,2025-04-18 11:32:05,Apr,11,Acidente Veicular,Região Metropolitana,Baixa,23,50,Cancelado
978,2025-11-10 11:32:05,Nov,11,Acidente Veicular,Região Metropolitana,Alta,8,52,Concluído
979,2025-10-03 11:32:05,Oct,11,Acidente Veicular,Centro,Alta,9,39,Concluído
980,2025-03-29 11:32:05,Mar,11,Vazamento de Gás,Zona Sul,Média,30,28,Concluído
981,2025-07-05 11:32:05,Jul,11,Salvamento Aquático,Centro,Média,13,37,Concluído
982,2025-10-15 11:32:05,Oct,11,Vazamento de Gás,Região Metropolitana,Média,16,35,Concluído
983,2025-11-28 11:32:05,Nov,11,APH - Mal Súbito,Zona Sul,Alta,8,63,Cancelado
984,2025-12-09 11:32:05,Dec,11,Salvamento Aquático,Zona Sul,Baixa,22,24,Concluído
985,2025-02-21 11:32:05,Feb,11,Salvamento Aquático,Zona Norte,Alta,13,47,Concluído
986,2025-09-26 11:32:05,Sep,11,Incêndio Florestal,Zona Oeste,Baixa,24,45,Concluído
987,2025-04-21 11:32:05,Apr,11,Salvamento Aquático,Região Metropolitana,Baixa,54,44,Concluído
988,2025-05-03 11:32:05,May,11,Salvamento Aquático,Região Metropolitana,Média,28,32,Concluído
989,2025-01-05 11:32:05,Jan,11,Incêndio Florestal,Zona Oeste,Média,18,35,Concluído
990,2025-06-05 11:32:05,Jun,11,Incêndio em Edifício,Centro,Média,14,41,Concluído
991,2025-02-15 11:32:05,Feb,11,Resgate em Altura,Zona Norte,Baixa,35,8,Concluído
992,2024-12-26 11:32:05,Dec,11,APH - Mal Súbito,Região Metropolitana,Média,41,88,Concluído
993,2025-06-06 11:32:05,Jun,11,Incêndio em Edifício,Zona Norte,Média,27,18,Concluído
994,2025-11-30 11:32:05,Nov,11,Salvamento Aquático,Zona Norte,Média,13,60,Concluído
995,2025-07-10 11:32:05,Jul,11,Resgate em Altura,Centro,Média,34,33,Concluído
996,2025-04-09 11:32:05,Apr,11,Acidente Veicular,Centro,Alta,9,34,Concluído
997,2025-10-04 11:32:05,Oct,11,Incêndio em Edifício,Zona Norte,Média,38,41,Concluído
998,2025-03-08 11:32:05,Mar,11,Salvamento Aquático,Centro,Alta,9,24,Concluído
999,2025-01-14 11:32:05,Jan,11,Salvamento Aquático,Zona Oeste,Média,34,24,Em Andamento
1000,2024-12-20 11:32:05,Dec,11,APH - Mal Súbito,Região Metropolitana,Alta,7,42,Concluído
1001,2025-02-07 11:32:05,Feb,11,APH - Mal Súbito,Centro,Baixa,27,67,Concluído
1002,2025-10-29 11:32:05,Oct,11,Incêndio em Edifício,Região Metropolitana,Baixa,25,23,Em Andamento
1003,2025-01-28 11:32:05,Jan,11,Acidente Veicular,Zona Sul,Alta,10,31,Concluído
1004,2025-04-20 11:32:05,Apr,11,Incêndio Florestal,Centro,Baixa,11,8,Concluído
1005,2025-05-18 11:32:05,May,11,Resgate em Altura,Zona Oeste,Baixa,15,40,Em Andamento
1006,2025-09-23 11:32:05,Sep,11,APH - Mal Súbito,Centro,Baixa,26,66,Em Andamento
1007,2025-11-13 11:32:05,Nov,11,Salvamento Aquático,Região Metropolitana,Média,25,21,Concluído
1008,2025-09-10 11:32:05,Sep,11,Incêndio Florestal,Região Metropolitana,Baixa,35,24,Concluído
1009,2025-02-22 11:32:05,Feb,11,Vazamento de Gás,Região Metropolitana,Média,13,38,Concluído
1010,2025-04-07 11:32:05,Apr,11,Incêndio em Edifício,Zona Oeste,Alta,7,42,Concluído
1011,2025-01-11 11:32:05,Jan,11,Acidente Veicular,Região Metropolitana,Baixa,22,19,Em Andamento
1012,2024-12-30 11:32:05,Dec,11,Salvamento Aquático,Zona Sul,Média,18,43,Concluído
1013,2025-07-20 11:32:05,Jul,11,Incêndio Florestal,Zona Norte,Baixa,27,33,Concluído
1014,2025-08-11 11:32:05,Aug,11,Acidente Veicular,Zona Norte,Alta,11,27,Concluído
1015,2025-10-22 11:32:05,Oct,11,Vazamento de Gás,Centro,Alta,6,50,Em Andamento
1016,2024-12-27 11:32:05,Dec,11,Acidente Veicular,Zona Norte,Alta,9,52,Concluído
1017,2025-07-17 11:32:05,Jul,11,Incêndio em Edifício,Zona Oeste,Média,44,34,Cancelado
1018,2025-01-11 11:32:05,Jan,11,Salvamento Aquático,Zona Sul,Baixa,27,21,Concluído
1019,2025-04-22 11:32:05,Apr,11,Vazamento de Gás,Zona Sul,Baixa,19,34,Concluído
1020,2025-02-14 11:32:05,Feb,11,Resgate em Altura,Região Metropolitana,Baixa,19,50,Concluído
1021,2025-10-14 11:32:05,Oct,11,Salvamento Aquático,Zona Sul,Baixa,18,59,Concluído
1022,2025-11-12 11:32:05,Nov,11,Resgate em Altura,Zona Oeste,Baixa,22,46,Concluído
1023,2024-12-18 11:32:05,Dec,11,APH - Mal Súbito,Zona Oeste,Baixa,15,61,Concluído
1024,2025-11-30 11:32:05,Nov,11,Salvamento Aquático,Zona Norte,Média,30,63,Cancelado
1025,2025-11-28 11:32:05,Nov,11,Acidente Veicular,Zona Sul,Baixa,23,57,Concluído
1026,2025-11-16 11:32:05,Nov,11,Vazamento de Gás,Centro,Baixa,47,19,Concluído
1027,2025-05-29 11:32:05,May,11,Incêndio em Edifício,Centro,Alta,10,32,Concluído
1028,2025-07-24 11:32:05,Jul,11,Salvamento Aquático,Zona Sul,Média,21,17,Concluído
1029,2025-01-26 11:32:05,Jan,11,Resgate em Altura,Zona Sul,Alta,12,43,Em Andamento
1030,2025-02-07 11:32:05,Feb,11,Incêndio em Edifício,Zona Sul,Alta,9,34,Concluído
1031,2025-07-02 11:32:05,Jul,11,Incêndio em Edifício,Centro,Alta,9,34,Concluído
1032,2025-08-01 11:32:05,Aug,11,APH - Mal Súbito,Centro,Média,16,66,Concluído
1033,2025-02-11 11:32:05,Feb,11,APH - Mal Súbito,Zona Norte,Baixa,25,63,Concluído
1034,2024-12-29 11:32:05,Dec,11,Incêndio em Edifício,Região Metropolitana,Baixa,27,42,Concluído
1035,2025-01-03 11:32:05,Jan,11,Incêndio Florestal,Zona Sul,Média,23,18,Concluído
1036,2025-11-25 11:32:05,Nov,11,Vazamento de Gás,Zona Norte,Média,24,54,Concluído
1037,2025-08-19 11:32:05,Aug,11,Vazamento de Gás,Zona Oeste,Baixa,18,63,Concluído
1038,2025-07-17 11:32:05,Jul,11,Vazamento de Gás,Zona Oeste,Baixa,39,52,Concluído
1039,2025-07-16 11:32:05,Jul,11,Acidente Veicular,Região Metropolitana,Alta,8,31,Concluído
1040,2025-07-21 11:32:05,Jul,11,Acidente Veicular,Zona Sul,Média,25,17,Concluído
1041,2025-10-09 11:32:05,Oct,11,Incêndio Florestal,Zona Sul,Média,7,27,Concluído
1042,2025-11-30 11:32:05,Nov,11,Acidente Veicular,Centro,Média,24,19,Concluído
1043,2025-02-28 11:32:05,Feb,11,Acidente Veicular,Região Metropolitana,Média,9,4,Concluído
1044,2025-04-21 11:32:05,Apr,11,Vazamento de Gás,Zona Norte,Baixa,32,45,Concluído
1045,2025-07-08 11:32:05,Jul,11,APH - Mal Súbito,Centro,Baixa,21,74,Concluído
1046,2025-06-20 11:32:05,Jun,11,Resgate em Altura,Região Metropolitana,Média,24,39,Concluído
1047,2025-07-11 11:32:05,Jul,11,Resgate em Altura,Zona Norte,Baixa,3,48,Concluído
1048,2025-08-27 11:32:05,Aug,11,Resgate em Altura,Região Metropolitana,Média,27,66,Em Andamento
1049,2025-07-17 11:32:05,Jul,11,Resgate em Altura,Centro,Baixa,27,38,Em Andamento
1050,2025-04-07 11:32:05,Apr,11,Acidente Veicular,Região Metropolitana,Alta,11,12,Concluído
1051,2025-04-16 11:32:05,Apr,11,Incêndio Florestal,Centro,Média,38,37,Concluído
1052,2025-01-02 11:32:05,Jan,11,APH - Mal Súbito,Região Metropolitana,Média,33,73,Concluído
1053,2025-05-02 11:32:05,May,11,Incêndio Florestal,Centro,Alta,10,25,Concluído
1054,2025-06-12 11:32:05,Jun,11,Vazamento de Gás,Zona Sul,Baixa,7,22,Concluído
1055,2025-01-04 11:32:05,Jan,11,Vazamento de Gás,Zona Oeste,Média,36,44,Concluído
1056,2025-07-30 11:32:05,Jul,11,Vazamento de Gás,Região Metropolitana,Média,17,20,Concluído
1057,2025-07-21 11:32:05,Jul,11,APH - Mal Súbito,Centro,Alta,10,55,Cancelado
1058,2025-05-28 11:32:05,May,11,Resgate em Altura,Zona Sul,Média,14,41,Concluído
1059,2025-05-30 11:32:05,May,11,Incêndio em Edifício,Região Metropolitana,Baixa,18,30,Cancelado
1060,2025-09-08 11:32:05,Sep,11,Incêndio Florestal,Zona Oeste,Alta,8,27,Concluído
1061,2025-07-24 11:32:05,Jul,11,Incêndio em Edifício,Zona Norte,Alta,9,57,Em Andamento
1062,2025-02-15 11:32:05,Feb,11,APH - Mal Súbito,Região Metropolitana,Média,33,57,Concluído
1063,2025-07-20 11:32:05,Jul,11,Resgate em Altura,Zona Sul,Média,34,64,Concluído
1064,2025-08-28 11:32:05,Aug,11,APH - Mal Súbito,Zona Norte,Média,30,76,Cancelado
1065,2025-07-21 11:32:05,Jul,11,Incêndio em Edifício,Região Metropolitana,Baixa,30,15,Concluído
1066,2025-05-17 11:32:05,May,11,Incêndio Florestal,Zona Oeste,Baixa,40,44,Concluído
1067,2025-04-21 11:32:05,Apr,11,Incêndio Florestal,Região Metropolitana,Baixa,42,35,Concluído
1068,2025-01-10 11:32:05,Jan,11,Resgate em Altura,Zona Oeste,Baixa,27,38,Concluído
1069,2025-08-24 11:32:05,Aug,11,APH - Mal Súbito,Região Metropolitana,Baixa,19,49,Concluído
1070,2025-12-06 11:32:05,Dec,11,Incêndio Florestal,Zona Norte,Média,35,36,Concluído
1071,2025-08-26 11:32:05,Aug,11,APH - Mal Súbito,Centro,Baixa,22,60,Concluído
1072,2024-12-22 11:32:05,Dec,11,Incêndio Florestal,Centro,Alta,14,19,Em Andamento
1073,2025-04-16 11:32:05,Apr,11,Incêndio Florestal,Zona Norte,Alta,10,49,Concluído
1074,2025-02-03 11:32:05,Feb,11,Vazamento de Gás,Zona Oeste,Baixa,39,20,Concluído
1075,2025-03-25 11:32:05,Mar,11,Acidente Veicular,Zona Sul,Alta,11,30,Concluído
1076,2025-04-25 11:32:05,Apr,11,Vazamento de Gás,Zona Oeste,Média,13,37,Cancelado
1077,2025-03-15 11:32:05,Mar,11,Incêndio em Edifício,Centro,Baixa,21,19,Cancelado
1078,2024-12-25 11:32:05,Dec,11,Incêndio em Edifício,Zona Sul,Média,27,13,Concluído
1079,2025-11-15 11:32:05,Nov,11,APH - Mal Súbito,Centro,Baixa,19,81,Concluído
1080,2025-09-10 11:32:05,Sep,11,Salvamento Aquático,Centro,Baixa,21,27,Concluído
1081,2025-04-04 11:32:05,Apr,11,Acidente Veicular,Zona Sul,Alta,12,30,Concluído
